var_0,var_1,var_2,var_3,var_4,var_5,var_6,error
37,13,15,43,14,30,51,8.67520336378708e-09
4,8,10,38,8,48,46,1571694864.6934013
42,3,13,49,34,23,34,3.5881458558979756e-08
21,17,10,23,3,42,36,1593687858.7409167
52,33,42,37,35,42,39,3.389086003211678e-21
23,45,51,9,50,31,47,0.19864010430933074
45,7,16,14,35,32,36,7.372753884765289e-10
47,20,33,45,10,28,18,1.0665394295134538e-07
3,29,20,11,23,17,11,2511386548.7739854
9,5,7,19,8,14,19,1597690883.3003428
44,45,26,38,48,19,5,0.00851971341782581
39,11,30,45,14,35,51,2.7949527797661144e-09
16,38,45,37,39,22,25,8.617946911801339e-10
33,47,46,17,31,17,26,1.4117002649156008e-10
31,30,9,6,39,10,40,1596240742.4227924
29,6,36,32,25,44,42,4.1769975210668506e-12
45,48,23,49,48,34,44,3.3256074907690086e-14
6,12,48,25,4,6,39,1582502106.2423422
17,40,44,23,12,40,44,3.018360627205274e-08
20,51,42,18,42,28,13,1.9131411820178442e-07
16,24,52,9,26,34,10,0.19864010430933074
31,14,8,3,10,37,39,1611717499.7988136
6,17,29,19,5,7,32,1582502106.2423422
48,25,14,31,19,25,16,1.2796699643926295e-08
50,11,10,17,25,34,33,2.168351589860661e-06
12,36,48,32,48,30,36,1.7954502565705671e-07
41,33,43,11,38,43,44,0.007709822839687313
28,27,39,15,17,5,9,0.9902423459345769
52,20,52,23,34,39,28,5.210526232735952e-16
3,8,52,17,4,11,8,1074611633.2757351
47,20,11,38,24,52,31,5.570786880727865e-07
23,17,37,35,8,8,47,1593685229.6414967
43,18,39,12,41,43,51,1.3343618960919636e-09
14,49,16,39,26,52,16,1.7405840650229807e-08
35,52,29,33,39,25,40,2.018240661677152e-15
19,47,25,26,12,48,19,2.6069888154070772e-08
48,17,5,33,42,23,16,0.9902511450665229
27,10,43,32,46,24,8,0.0001358327312892969
29,25,25,9,48,21,15,0.19864010430933074
4,51,14,43,3,11,13,1616719342.9973602
34,45,13,43,15,4,42,0.9999498969253682
28,32,5,14,13,22,21,0.9902512550371996
37,43,31,7,17,42,22,1.3893476539114457e-06
42,38,52,47,50,34,16,3.0551719901994273e-09
30,19,51,23,46,45,23,1.7993634828103296e-13
26,42,30,43,5,9,46,1593685372.1319444
7,19,41,4,45,8,27,1594475511.827139
28,45,44,17,4,18,9,1596613716.6180716
36,12,5,28,13,41,40,0.9902512683901631
12,35,10,5,47,26,24,2.8111196224873707e-05
39,39,44,26,9,32,36,2.8091388460614673e-07
25,36,45,9,29,32,29,0.19864010430933074
52,8,27,37,35,3,21,0.9999498969216045
16,41,20,32,25,22,39,7.751145184851458e-10
10,9,14,25,12,13,12,0.03670990152468933
44,6,4,49,51,48,43,0.9999498969015086
17,14,27,17,38,19,32,2.5149285643057643e-10
32,36,43,39,49,49,19,6.349159386504194e-11
5,33,25,7,25,33,22,41867.47370354725
21,45,6,6,45,18,31,1597961278.243402
44,52,20,22,30,44,4,0.023815478278557473
33,33,49,44,32,44,8,0.0001358294216934666
25,22,40,50,12,40,14,1.2337456751632947e-07
31,27,19,32,17,24,21,1.1777617839127115e-10
32,20,48,3,26,25,27,0.014933678843148003
6,47,51,25,35,30,22,0.990163491039716
37,33,34,48,23,39,34,1.8787908012727894e-14
7,12,49,10,30,38,14,0.034019693936484914
48,41,26,52,44,42,28,8.633422690471965e-16
33,21,27,42,27,7,47,1593685385.905768
47,28,15,41,26,31,34,2.2118141671717713e-09
47,27,48,23,22,30,19,6.346953357869164e-11
32,13,31,35,18,29,24,2.0167434175393776e-11
11,20,51,14,35,45,17,0.007709822839687313
43,44,22,15,41,13,14,1.0165719384248689e-07
38,34,32,50,40,27,48,1.2530966645040168e-16
18,19,52,5,6,8,35,1603473243.3130128
33,26,21,12,32,34,47,1.2667819710263495e-09
42,50,11,24,22,34,28,5.570780205320935e-07
33,20,8,19,21,3,38,0.9999498969282496
4,39,22,52,52,41,22,1571694864.6934013
36,49,23,30,15,35,20,8.926722359683173e-10
13,14,5,27,44,44,20,0.9902505792173341
46,9,24,10,11,49,20,0.03670990152468933
52,31,40,8,41,50,29,3.7516076530585534e-07
28,45,52,33,5,34,12,1591062314.2799327
10,52,27,5,11,36,26,0.03670990152468933
4,21,15,4,19,4,14,0.9999502156711207
4,37,32,35,45,40,15,1571694864.6934013
36,51,43,50,41,13,48,3.5245574545051156e-08
12,14,27,36,16,52,48,1.7954502565705671e-07
29,43,41,6,18,7,39,1596935895.5188193
28,20,19,7,20,13,3,0.1994379094576131
19,43,22,13,16,7,27,1593709950.0466118
17,4,21,9,9,40,7,0.19864010430933074
49,7,12,44,47,18,40,1.3795565076288183e-07
46,44,15,32,17,26,6,0.0019973610748495896
49,42,48,43,37,9,23,39636.46844954599
24,44,45,18,8,51,51,39611.5227954047
30,11,50,18,34,31,9,3.67370263147584e-05
38,11,15,44,45,48,30,2.189820922507948e-09
5,31,24,18,42,20,44,41867.47370354725
6,38,5,42,27,28,28,0.9999498611138166
35,43,41,19,18,8,24,1593685554.4848988
51,43,47,33,44,22,33,1.304861494124039e-13
17,49,45,41,50,21,37,2.1302077195920538e-10
27,19,50,4,26,35,23,0.00011561717884885353
41,7,4,27,12,17,19,0.9999498970059154
20,47,33,13,39,46,31,4.116429594463933e-10
16,50,5,49,12,52,35,0.9902511351249924
22,11,48,8,12,40,9,3.88879042263151e-05
35,37,21,38,31,52,19,6.99688763847665e-11
17,30,38,24,38,36,18,3.9537971377028637e-10
9,22,27,19,8,38,36,1597418922.6378067
52,4,51,40,17,19,30,1.7770674987365625e-10
17,23,21,22,29,16,49,9.993232759689877e-10
32,31,9,49,40,31,21,39636.50231983466
33,28,25,30,28,31,51,2.4380091895352285e-15
28,9,31,20,34,44,52,2.9735840957623607e-13
45,35,26,7,27,22,36,1.486219201145758e-06
49,13,46,16,25,33,47,6.00298334684474e-12
7,12,30,36,8,25,18,0.0001898046770565709
24,31,7,12,33,31,28,1593732871.527993
12,22,24,21,48,35,23,1.7954502565705671e-07
41,28,41,38,44,24,21,1.865023864284337e-12
47,52,28,40,49,47,51,3.2269349064829277e-17
6,22,52,6,11,21,38,0.990163491039716
10,30,43,29,26,39,28,0.03670990152468933
32,52,12,15,50,16,3,0.19913962900205268
27,3,22,5,46,37,22,2.2796317915095647e-05
30,18,32,15,40,45,43,3.519835697541713e-11
48,7,24,47,11,35,14,1.505867125812971e-07
40,13,15,6,41,52,46,5.231619228770263e-06
8,28,7,27,35,17,35,1575453050.7482884
20,30,8,12,48,5,23,0.9902513018748565
9,37,19,52,14,9,43,39781.58630133738
48,32,11,4,7,46,11,1586876103.951675
20,32,14,9,49,7,20,1594349368.3743174
34,17,42,29,18,46,37,1.8997255327507637e-11
51,44,3,13,43,30,32,0.9999498967892692
30,42,6,38,52,19,42,1593685389.9745178
13,29,42,3,19,46,37,0.014933678843148003
4,45,18,9,17,18,30,1571695385.0864851
15,10,7,33,48,35,28,1593843097.6983066
32,22,25,23,3,41,6,1574552404.7979145
38,27,48,32,49,42,50,4.3093458987619855e-21
19,46,10,35,21,33,26,2.175704964325527e-06
26,25,51,50,6,44,31,39644.750519256435
33,25,25,33,46,14,6,0.001997361075744539
28,3,24,46,36,18,50,1.1482456805069753e-09
27,35,51,19,48,44,46,8.873991989555702e-14
31,17,14,19,34,13,46,3.476654363183814e-08
27,13,29,34,13,32,13,1.2870971094998247e-07
21,50,10,50,38,34,43,2.1702822614838635e-06
5,34,22,51,33,33,14,41867.47370354725
10,29,20,17,10,30,47,0.03670990152468933
16,19,6,42,50,5,25,0.9902511585804494
36,4,25,41,28,36,40,6.50331195971514e-11
37,13,7,31,51,50,23,1593685239.167299
5,49,26,48,49,28,22,41867.47370354725
29,20,27,21,31,50,28,7.105159844528847e-15
46,45,32,52,32,15,38,2.1659025810812194e-09
35,9,5,39,5,5,6,1411104342.159234
41,35,35,43,44,29,6,0.001997361075366363
41,49,19,41,3,15,43,1595358054.3690646
42,27,22,45,14,51,40,2.829388926929081e-09
31,18,40,25,49,52,29,7.92876274203981e-17
7,22,20,15,20,17,5,0.008556621628435988
11,12,28,20,39,19,27,0.007709822839687313
51,27,42,40,44,19,41,8.30195303910397e-12
52,24,45,50,47,24,40,7.9862700692373e-15
51,13,15,18,25,13,11,3.7325448602206825e-06
43,16,25,31,38,8,41,1593685387.0371027
27,37,37,51,20,6,18,1593704174.7978215
26,48,22,38,5,32,44,1591663671.890148
4,36,32,15,22,28,51,1571694864.6934013
9,33,36,13,17,30,5,0.19864010430933074
9,45,8,41,51,45,34,1597418922.6378067
31,18,29,5,14,27,22,2.1955488698138437e-05
27,34,16,9,27,36,52,0.19864010430933074
7,47,36,51,51,40,48,0.0001898046770565709
9,7,3,48,4,32,21,0.9999706174638104
47,38,16,3,40,16,7,0.014933678843148003
12,33,28,15,52,30,5,0.00851748171025961
12,17,45,51,26,43,9,3.6750283981576345e-05
12,10,31,47,37,41,48,1.7954502565705671e-07
35,43,29,42,35,41,41,8.786195701491863e-18
8,50,19,46,37,42,22,4.739192912380428e-05
7,21,28,15,16,6,20,1578381748.5129442
39,22,5,3,39,52,46,0.9911238324584134
48,24,11,28,37,9,28,39636.46606653386
3,12,4,45,5,44,42,0.9915807563884914
45,45,3,15,4,45,17,0.9999498972406016
17,18,48,5,27,29,33,2.1955488698138437e-05
10,11,28,24,36,43,33,0.03670990152468933
34,47,49,3,12,51,11,0.014933678843148003
46,25,20,3,21,11,40,0.014933678843148003
15,33,24,6,37,34,44,5.231619228770263e-06
43,42,52,42,52,37,16,3.055171997299121e-09
13,31,40,35,50,19,32,5.386903461398179e-08
6,26,8,24,25,8,41,1578738678.7886713
31,34,16,29,37,27,51,5.642576027042601e-10
52,8,5,37,11,29,27,0.9902512684114688
33,27,4,6,39,23,40,0.9999499332944386
50,34,10,21,40,38,20,2.165595858629561e-06
12,44,31,39,29,34,3,0.19917321041847927
49,31,18,35,41,4,8,0.9999498509303906
6,43,18,47,19,34,4,0.9908243368316558
3,21,19,20,21,23,47,2511386548.7739854
14,23,20,3,35,22,18,0.014933678843148003
52,15,4,27,28,32,31,0.9999498969253062
15,50,4,46,45,46,27,0.9999498963661945
28,17,7,10,29,45,21,1593986436.6026602
50,51,45,49,47,16,12,7.419291600587058e-07
13,36,31,13,36,34,28,5.386903461398179e-08
44,51,26,43,27,42,48,1.150297589923445e-15
32,51,31,47,47,35,20,8.516130451853333e-12
13,12,46,46,5,35,5,1574585809.4730964
36,52,45,11,41,33,49,0.007709822839687313
34,49,4,6,4,41,33,0.9999499332944386
46,21,36,9,6,17,33,39662.76677960381
9,14,37,44,47,38,7,0.19864010430933074
4,31,22,20,29,18,51,1571694864.6934013
25,34,22,32,37,18,48,3.384334097016259e-11
49,39,36,29,9,19,42,2.8157036952172916e-07
49,34,14,41,40,31,7,0.0005698760415830341
46,48,33,15,20,34,30,3.9983954290642615e-11
41,16,48,22,40,26,43,2.1897304963206057e-15
25,47,18,45,6,44,28,39644.738418917455
25,49,6,36,21,12,9,1596612886.4939966
25,5,3,8,8,46,32,0.9999498902676771
22,17,47,21,43,14,3,0.1991409206525904
25,51,16,13,32,42,31,1.459327582788374e-09
24,4,42,13,11,15,6,0.001997098537113821
33,18,19,49,8,33,17,39611.51912646184
3,46,33,31,46,46,46,2511386548.7739854
34,26,33,35,34,50,5,0.008519713419039789
50,49,29,26,24,10,39,2.1693979501075346e-06
38,11,11,22,32,45,38,5.571185760680081e-07
33,4,14,38,51,51,4,0.02381431711609817
37,45,9,12,43,37,37,39636.70730838614
7,29,40,20,12,45,49,0.0001898046770565709
20,37,5,35,41,4,4,0.9999498509247785
44,44,38,7,13,35,4,0.023797694146415235
8,32,19,32,26,47,7,0.0005583113335535719
29,18,47,37,31,13,46,3.5245554721851775e-08
44,43,35,33,4,4,9,0.9999498509303906
40,42,5,44,34,35,41,0.9902512681407846
34,22,42,37,23,48,8,0.00013582942235110737
17,5,19,51,19,50,43,2.864616567352515e-10
51,29,51,5,38,19,41,2.1955488698138437e-05
11,33,27,38,45,16,13,0.007709822839687313
20,28,7,21,43,46,25,1593682853.7258174
40,22,41,46,46,51,46,3.930655478852941e-21
7,16,49,20,14,32,42,0.0001898046770565709
11,7,12,27,47,50,12,0.007709822839687313
12,13,4,45,4,35,32,0.999949908193315
35,52,48,37,19,6,4,1574552367.8876593
46,36,20,33,35,38,16,3.055172051927322e-09
6,37,5,34,13,5,32,0.9999498611138166
18,22,50,16,9,48,44,2.7533723649696557e-07
17,50,5,13,37,37,52,0.9902512869297848
36,24,43,16,9,18,46,2.816725071576076e-07
17,41,41,41,38,48,29,2.032456417539609e-10
10,44,15,11,38,14,44,0.03670990152468933
4,32,51,17,34,52,25,1571694864.6934013
48,5,20,11,14,5,18,0.9906872061208297
25,5,19,28,23,52,10,1.1279823688305498e-05
14,18,34,25,15,18,43,1.6444554860318533e-08
12,25,27,46,37,13,34,3.396757150032894e-07
14,41,41,43,40,21,11,2.4637980291781446e-06
15,36,12,21,34,12,20,1.7028708453443637e-07
21,33,9,44,30,42,35,39636.50382919824
30,27,18,12,43,3,8,0.9999498514651007
27,31,29,7,19,51,46,1.486219201145758e-06
23,11,23,32,13,40,48,1.1166878938258641e-08
32,20,42,28,44,44,26,1.9723893873408018e-15
31,13,26,16,26,6,20,1593686983.9945145
49,50,9,42,5,40,25,1593685537.9024484
29,37,29,50,28,50,11,2.469762183813588e-06
27,51,6,34,28,42,41,1593685372.600958
39,20,22,33,28,31,49,1.3680929674626928e-13
24,47,23,14,35,52,4,0.023815891852381286
49,6,17,45,12,35,13,1.8677447093274314e-07
8,31,32,33,44,11,36,5.122460304890916e-05
14,17,18,28,22,38,32,1.2652360951806346e-08
34,51,4,41,25,52,31,0.9999498969253817
25,18,8,4,36,26,6,1575930070.5673664
4,10,14,25,10,15,46,1571694864.6934013
36,3,11,31,21,35,11,2.5290840784688612e-06
37,26,35,29,41,50,44,8.882824867038748e-20
26,3,40,41,5,32,15,1591758845.6355727
36,52,34,24,37,45,32,8.816693185214126e-17
12,16,20,37,15,39,43,2.1860400793989236e-07
29,16,20,6,35,11,24,7.580992188563849e-06
50,29,21,15,15,35,7,0.0005699336459017646
37,9,29,37,7,8,39,1593686268.181529
48,5,42,19,36,33,37,1.5403122247030264e-11
19,7,37,33,29,19,29,3.28628800294168e-11
29,38,38,35,39,36,31,2.3613605989658578e-17
24,8,30,5,17,11,23,2.1857606335261196e-05
47,20,34,16,35,35,42,5.0753944680243326e-12
10,47,44,25,15,44,3,0.19915984503496253
21,15,51,48,49,25,26,8.251979716342699e-13
3,16,29,40,45,37,23,2511386548.7739854
30,12,22,8,16,52,8,0.00013525963545216107
3,34,43,43,19,17,52,2511386548.7739854
19,21,44,48,47,34,36,1.1993428504188688e-11
25,20,45,18,47,10,33,2.1700576398158888e-06
51,28,13,27,8,3,45,0.9999498969253573
33,25,44,14,15,37,35,1.0427081738380687e-09
35,26,42,45,22,26,3,0.19914072745627837
31,13,42,3,24,46,5,0.011366051086647058
24,45,48,13,48,27,40,3.5467456674191994e-10
9,33,18,5,50,32,28,0.19864010430933074
23,22,32,12,28,21,3,0.1991276619164345
43,15,17,32,25,3,23,0.9999498969202417
9,39,20,46,15,43,29,0.19864010430933074
4,6,49,50,31,30,15,1571694864.6934013
52,16,49,39,29,33,52,6.135015448685471e-18
12,46,46,36,22,16,19,2.1309771428289398e-07
18,4,14,25,25,20,38,8.577344398064566e-09
30,31,44,31,50,5,37,0.9902512681352482
23,17,47,23,42,51,23,2.0265496373214564e-13
28,25,38,21,32,52,3,0.1991407320299672
30,49,13,29,43,37,41,3.539253608876936e-08
5,52,18,14,13,38,18,41867.47370354725
23,43,51,40,23,15,20,2.119667587884802e-09
20,12,48,29,51,10,25,2.1655878680432496e-06
12,9,23,18,35,52,27,1.7846888468949293e-07
20,18,23,41,41,28,34,3.731893836071955e-12
42,23,33,46,8,28,5,42892.232316168855
44,27,7,22,42,13,7,1574552454.8694153
36,33,22,7,30,45,15,1.4501904720592195e-06
51,7,51,17,9,32,25,2.81226823773793e-07
28,6,4,14,45,21,29,0.9999498967600512
7,40,43,15,24,34,9,0.00031644227835817896
26,44,42,42,12,11,44,7.461010741622967e-07
51,11,20,16,8,49,8,39769.10417533738
13,38,40,41,48,48,51,5.386903461398179e-08
51,37,31,33,33,15,18,2.7747998160648913e-09
37,47,49,16,47,12,29,1.3603453354411153e-07
3,5,34,30,14,49,19,2511386548.7739854
46,38,5,39,47,19,50,0.9902512681407818
8,29,41,26,52,9,37,39651.23019901809
5,25,14,8,18,17,19,41867.47370354725
14,13,45,14,46,22,50,1.2652360951806346e-08
45,27,39,22,46,3,44,0.9999498969251792
9,9,28,47,48,28,50,0.19864010430933074
4,49,10,38,32,30,44,1571694864.6934013
7,43,17,49,3,19,19,1578503695.5706394
40,30,41,22,21,10,22,2.169216687185255e-06
8,18,30,4,31,38,46,0.0002090816942304985
27,31,18,13,14,19,12,7.455555649497892e-07
34,3,41,19,26,47,42,1.149144089523539e-09
17,11,43,12,16,4,7,0.999949851374306
14,24,12,37,11,33,38,3.960350782673588e-07
27,52,22,24,37,22,39,1.3836054251417514e-13
52,11,31,15,5,16,11,1588297614.3020225
39,38,19,46,41,31,22,1.0162891300291858e-11
8,29,35,41,24,35,9,0.00013360060552764327
21,24,26,7,49,37,15,1.4501904720592195e-06
46,33,39,7,36,10,22,4.908064616731349e-06
11,6,8,19,11,19,21,1591241380.0182064
32,28,10,25,39,4,33,0.99994989692536
33,37,28,31,8,17,12,39617.34008691896
47,15,43,17,10,32,49,1.033019498111432e-07
46,22,5,46,42,40,28,0.9902512681618699
50,11,37,38,45,50,25,2.499786644873288e-14
20,10,3,37,51,40,51,0.9999498969225161
51,24,28,27,46,23,19,6.696097910740945e-11
39,23,45,17,18,12,43,1.364125437800919e-07
13,4,28,3,22,39,40,0.014933678843148003
51,29,49,37,46,47,31,2.3507014847863053e-18
31,39,33,13,34,5,23,0.9902512555158327
6,21,9,25,45,48,33,0.000817438156844598
18,35,45,31,7,18,48,1597764009.4643636
34,49,37,38,51,31,34,6.574882059912317e-19
47,27,38,22,50,10,36,2.1693317599412754e-06
21,11,16,23,13,25,36,1.4068468085405605e-08
5,52,7,23,19,28,48,1592856332.3950207
8,14,31,4,10,21,24,0.0002090816942304985
29,48,33,24,49,30,10,1.1293313255577285e-05
20,50,42,49,25,41,15,1.0426036629087477e-08
49,4,18,7,48,21,50,1.4866040061484582e-06
25,27,4,32,23,36,44,0.9999498969237139
47,23,11,49,37,43,16,5.822036476318931e-07
21,46,21,14,52,47,48,1.0443088357052099e-10
35,9,41,32,5,13,31,1591865129.7871082
32,33,20,32,47,34,49,2.0657504600072953e-12
31,26,31,38,28,51,8,0.00013582942243897946
19,10,11,52,32,13,39,8.63614354943702e-07
4,26,18,15,51,30,44,1571694864.6934013
24,52,20,3,15,23,40,0.014933678843148003
37,45,47,31,11,13,52,1.3268292130595828e-07
23,47,7,50,7,31,44,1593685236.296173
13,42,47,48,46,45,44,5.386903461398179e-08
28,14,8,47,38,33,50,1593685382.2834718
15,3,10,31,8,12,47,6.274057990638802e-06
20,19,50,5,29,5,35,0.9902545155951107
38,19,25,37,7,23,24,1597772406.6072717
48,39,9,45,32,40,43,39636.46627065336
15,17,17,30,51,24,44,3.5164941437255354e-09
37,18,6,23,37,19,36,1593685424.6679502
19,46,48,22,14,49,8,0.0001451284964690123
45,21,30,24,23,3,7,0.9999498509305635
6,27,31,36,23,7,15,1581274429.0971894
44,45,23,6,13,48,29,5.231619228770263e-06
45,5,10,44,21,7,13,1593840678.860297
43,36,44,10,25,37,21,0.03670990152468933
23,48,20,6,36,12,44,5.231619228770263e-06
41,4,51,40,50,40,32,6.503629595932097e-11
8,18,49,37,22,24,6,0.0019954080118203235
35,11,7,51,38,49,18,1593704532.6442757
4,14,6,14,29,6,46,1616719342.9973602
24,37,40,42,34,18,52,3.3877244758207885e-11
47,35,44,13,23,9,6,40460.776629956876
43,35,41,9,40,26,9,0.19864010430933074
37,37,21,11,35,26,44,0.007709822839687313
45,5,43,45,29,8,39,1593690016.0596306
13,37,51,52,38,22,20,5.386903461398179e-08
5,20,10,12,48,47,5,43044.5110491563
13,34,21,6,46,52,11,8.07668356480968e-06
24,40,9,32,33,39,26,39636.46059373183
14,29,17,29,31,5,39,0.9902511622898563
5,50,35,19,29,26,7,40959.0920934914
16,15,50,50,3,6,51,1593668678.466262
34,8,35,3,26,38,34,0.014933678843148003
32,16,47,43,44,19,35,8.310276177493039e-12
44,49,8,45,17,28,27,1593685368.5264614
39,7,42,26,33,52,13,1.9133758071733325e-07
29,51,8,15,52,38,22,1593690647.088248
48,48,33,11,12,42,40,0.007709822839687313
27,23,50,23,37,37,50,1.0874737274222002e-15
41,43,32,3,30,8,51,1611717499.7988136
37,15,20,46,21,16,29,5.643167121641708e-10
40,44,5,46,25,44,38,0.9902512681407628
39,44,37,12,19,20,51,1.2667819710263495e-09
23,51,48,26,44,23,6,0.0019973612350060793
13,22,14,36,23,36,17,9.236104819045015e-08
39,29,48,50,18,51,35,1.8997595197590885e-11
18,50,27,15,16,24,51,5.01623939591664e-10
17,29,29,17,23,42,41,1.9397419749838163e-10
33,43,12,28,12,43,18,2.303371254527771e-07
27,40,14,8,5,27,37,1591462093.9170008
18,37,36,11,36,52,49,0.007709822839687313
21,46,22,23,21,20,31,5.353686567168806e-12
28,23,25,6,22,36,30,5.231619228770263e-06
38,33,25,51,21,15,43,2.2272364152767714e-09
38,48,12,17,16,4,31,0.9999498969184419
30,6,11,23,19,27,43,5.576612404137661e-07
29,19,48,11,13,4,41,0.999953070305284
50,28,41,37,31,15,13,1.574347262609137e-07
27,33,26,47,36,21,23,8.807052874722486e-13
45,15,8,30,11,46,49,1593685386.8297777
34,3,11,14,16,28,37,5.645967300112996e-07
17,28,48,6,45,16,29,5.231619228770263e-06
27,25,16,26,47,10,44,2.1694279956453366e-06
18,29,23,20,46,7,9,1596614573.7994378
5,51,15,50,47,3,47,0.9999498772918838
46,8,28,19,5,44,23,1591664272.2368634
25,3,17,20,10,26,48,1.178512415181435e-07
49,3,21,34,25,42,16,2.4868945979070537e-09
43,44,5,49,51,16,38,0.9902512681407628
20,38,30,44,22,49,50,3.4981745075441453e-12
33,10,18,24,6,4,42,0.9999498969268873
6,45,36,48,25,49,21,0.990163491039716
44,32,24,32,38,34,43,8.179964310557038e-15
49,9,45,39,14,10,14,2.515853714481953e-06
34,34,18,40,9,26,35,2.815702234549072e-07
28,22,34,25,4,32,10,1596612881.4597046
24,43,25,49,44,12,47,1.3639551928313773e-07
11,14,23,3,38,44,4,0.03647243180571671
37,35,47,40,26,15,16,6.7349408505656135e-09
45,49,49,22,42,44,16,3.05616825329968e-09
45,4,4,45,41,20,5,0.9999498508070539
30,45,28,7,25,11,6,0.001988947843771082
40,50,49,6,41,29,24,5.231619228770263e-06
52,31,8,21,18,36,16,1593660887.0275133
17,20,50,34,43,3,49,0.9999498972909644
21,17,48,21,23,40,50,9.028186785517627e-13
41,5,46,27,33,37,22,1.480600748699488e-11
29,31,41,10,14,4,5,0.9999585671747923
38,21,46,43,24,52,23,2.503326249738488e-13
34,8,42,4,5,8,8,1587377334.8521254
41,36,13,41,33,17,3,0.1991407274518699
18,20,12,41,28,10,48,2.1560533053134356e-06
44,21,33,25,48,48,18,1.7668567634188344e-10
49,5,37,3,13,21,4,0.03647243180571671
4,20,20,47,22,12,29,1571694864.6934013
29,48,34,16,28,52,25,5.952906433283749e-12
40,20,49,48,11,39,31,4.729229121130214e-08
6,9,17,17,13,33,32,0.990163491039716
10,7,22,24,23,35,21,0.03670990152468933
20,16,7,3,17,47,19,1621367891.4680612
40,47,38,41,44,29,13,1.9071307391814006e-07
16,9,7,10,43,24,8,1574926785.4450428
36,48,35,28,49,33,25,1.5920645644402822e-14
26,52,32,49,52,50,22,6.881034787593269e-13
9,14,30,48,18,19,32,0.19864010430933074
36,38,33,44,12,35,3,0.19914072745295863
44,16,13,41,22,47,7,0.0005698760125754374
11,33,47,41,10,21,46,39637.30269643791
29,23,4,22,7,44,40,0.9999498969251792
32,14,24,47,35,31,42,8.315606796153637e-15
24,40,46,27,27,26,50,1.481893189612667e-14
28,12,38,16,6,41,30,39644.770772884876
12,8,28,18,4,24,46,1596566247.091487
33,10,12,47,22,45,17,1.3380200640805565e-07
19,51,4,37,45,33,33,0.9999498970185048
46,5,27,42,30,32,23,1.4804655658683223e-11
15,32,7,48,50,31,30,1593843817.689758
47,39,35,21,18,33,10,1.1293303190883512e-05
14,47,12,42,30,11,13,9.518287200069841e-07
36,30,6,4,46,37,12,1614479591.768306
34,11,47,20,39,39,38,4.108846042503366e-14
48,29,6,35,52,47,4,1574552367.8937144
42,50,26,52,27,42,50,1.1503070695667735e-15
32,45,14,32,26,23,7,0.0005698760420824796
30,46,20,28,42,43,30,2.0643941369540037e-12
10,41,27,37,19,40,23,0.03670990152468933
11,47,10,6,22,7,35,1595941393.2880838
29,19,22,38,40,29,51,1.3227570695819523e-13
47,41,38,18,32,42,43,3.2457942051714747e-13
46,33,9,48,35,28,48,39636.4662706396
10,42,15,14,10,18,51,0.03670990152468933
47,46,26,21,45,42,6,0.0019973608069486603
12,36,25,38,21,20,39,1.7954502565705671e-07
31,35,41,35,36,45,42,1.1553601765907835e-18
20,36,14,52,44,49,15,1.9663248388513325e-08
5,49,13,23,9,5,25,0.008560919494018332
9,5,6,35,24,33,8,1575641562.1664205
8,19,46,24,29,5,42,0.9902416037004208
42,27,22,29,30,42,22,6.851219459811009e-13
46,27,11,31,6,29,41,1598553577.4655547
29,42,38,29,35,42,51,1.3512754355149363e-17
43,45,39,33,42,15,38,2.165901860960824e-09
11,22,45,12,22,12,12,0.007709822839687313
52,29,8,48,25,14,46,1593685386.120058
29,25,24,44,4,34,20,1597183447.1314871
31,50,32,48,39,16,10,1.1293306308279729e-05
9,40,29,27,42,13,17,0.19864010430933074
45,49,24,30,41,7,32,1593685387.2726462
31,27,36,43,34,25,6,0.001997361071149556
23,19,30,12,11,29,9,3.676779627752969e-05
15,47,47,13,38,17,26,8.273912139607967e-09
25,26,46,27,45,33,22,6.540946752703283e-13
6,38,44,14,6,20,37,40497.83290759139
25,37,14,14,32,27,46,8.72286866136451e-09
36,9,27,42,20,47,27,1.5818702220386744e-12
22,32,33,26,22,22,28,7.848181606964914e-13
30,13,24,10,51,38,36,0.03670990152468933
33,41,15,46,7,49,14,1597308615.2546272
32,3,15,36,15,15,8,0.0001351942254258752
46,9,49,8,36,30,7,0.0005684494304304084
20,51,4,15,30,47,51,0.9999498969010392
50,43,13,15,6,46,47,1599777501.3445208
5,40,34,13,16,44,48,41867.47370354725
45,17,47,35,38,25,36,2.026772813341426e-15
12,28,27,50,16,45,44,1.7954502565705671e-07
16,42,36,10,39,23,28,0.03670990152468933
41,14,44,37,20,38,18,1.848998045834042e-10
46,34,18,39,6,48,48,39644.74097760462
37,38,27,39,42,20,35,2.102046443959472e-12
41,4,50,27,14,16,43,5.227440834535584e-09
7,51,29,49,51,33,18,0.0001898046770565709
34,4,32,41,29,17,27,1.5450343621619337e-10
26,34,36,48,45,17,5,0.008519713462379869
8,48,24,21,39,42,20,4.739192912380428e-05
50,27,17,3,15,7,35,1621367891.4680612
51,22,25,10,26,48,41,0.03670990152468933
10,5,42,3,18,15,40,0.01280382388107554
28,31,4,22,27,16,35,0.9999498969251792
7,16,46,20,36,39,25,0.0001898046770565709
24,39,10,11,36,38,36,0.007709822839687313
8,40,47,8,38,20,50,4.739192912380428e-05
38,12,12,37,17,40,36,1.4422995036572587e-07
47,41,33,27,3,32,52,1595308157.7244353
35,24,52,50,25,8,45,1593685386.0668845
37,15,50,51,9,27,26,2.8092214703668575e-07
