var_0,var_1,var_2,error,time,memory_mean,memory_peak
23,50,9,1.1998692677200518e-05,29.221487522125244,3.073348,4.418553
26,32,16,7.404897649836849e-10,30.21551251411438,5.159282,6.435012
42,47,23,4.475075138776909e-14,30.209718942642212,6.086722,7.331506
46,6,51,0.0002154396594549,30.456655263900757,6.087334,7.332127
51,31,35,1.9781899794970088e-19,29.784709453582764,6.087413,7.332161
10,43,7,0.0001927338793342,29.80493426322937,2.514723,3.878771
49,19,18,6.800334881425706e-11,29.48278260231018,5.724698,6.981491
44,35,39,8.021228634834361e-22,34.234490156173706,6.087359,7.332055
23,6,4,0.0144738249384332,33.34097671508789,1.98812,3.371421
32,22,14,1.1929456157262672e-08,34.10429883003235,4.56135,5.856997
45,5,24,0.0008512106273197,34.11671471595764,6.085731,7.330529
30,29,16,7.404897649836849e-10,29.355353116989136,5.159272,6.435002
28,28,21,7.206368746928694e-13,29.55436396598816,6.077292,7.322447
21,44,8,4.8226162971892046e-05,30.064364910125732,2.771063,4.125871
8,20,38,7.974918250042796e-13,30.183788776397705,6.066049,7.310812
13,30,10,3.016127331824935e-06,30.009378671646118,3.355956,4.691399
29,25,33,7.908944895634461e-16,30.219032764434814,6.0688,7.313574
6,16,4,0.011484236733074,30.154862880706787,1.967002,3.350169
16,22,34,4.9466671670286424e-14,33.68353796005249,6.087581,7.332246
47,49,29,1.0950379672252509e-17,34.90362215042114,6.075774,7.320522
43,49,32,1.6898120054349552e-19,33.76707363128662,6.066825,7.31152
10,23,42,1.2365544766209863e-14,34.34114980697632,6.082259,7.327085
11,47,21,7.178289651477003e-13,33.435542583465576,6.071716,7.316881
43,45,50,7.301633297302582e-28,33.2755560874939,6.072537,7.317263
28,42,19,1.1489300712848272e-11,34.17828845977783,5.920434,7.170563
36,34,27,1.7700719354574592e-16,34.54704403877258,6.078742,7.323485
39,51,16,7.404897649836849e-10,33.51827025413513,5.155103,6.430833
37,52,48,6.330944631963432e-29,30.28102397918701,6.087154,7.33194
24,31,18,4.5980675129926346e-11,29.849260568618774,5.71248,6.969405
7,49,5,0.0030071220838267,30.60385489463806,2.063825,3.443258
48,14,40,3.236454181344144e-09,31.243306875228882,6.073776,7.318565
37,27,5,0.0030071220838267,30.49367070198059,2.071521,3.450954
34,48,45,2.8139184040730755e-27,32.980255126953125,6.086942,7.331731
25,8,12,1.4019340726979048e-05,32.85946798324585,3.961763,5.277555
48,44,18,4.5980675129926346e-11,34.16304111480713,5.724442,6.981367
48,32,33,9.297297904772608e-20,32.81864404678345,6.087459,7.332139
48,51,9,1.1998692677200518e-05,33.541496992111206,3.073344,4.418548
16,14,39,3.2364541469423236e-09,33.561330795288086,6.087076,7.331871
46,30,11,7.495123531643643e-07,29.61814045906067,3.66386,4.989325
11,12,39,5.211806082516032e-08,29.58257484436035,6.08701,7.331824
49,7,39,5.418750796372892e-05,30.258846759796143,6.087038,7.331842
18,41,47,1.8307224907925487e-25,30.30908226966858,6.08762,7.332356
40,25,23,5.535799420040978e-14,30.32597255706787,6.086513,7.331297
52,47,36,6.7769742559495185e-22,30.347621202468872,6.086769,7.331571
42,28,27,2.612606169984208e-16,30.26317024230957,6.086899,7.331659
14,39,33,4.3842567448388134e-20,30.517096996307373,6.087445,7.33216
22,22,14,1.1929456157262672e-08,30.206958055496216,4.557832,5.853478
38,48,19,1.1489300712848272e-11,31.00004816055298,5.928015,7.178143
51,17,24,5.227733328722502e-11,29.604042291641235,6.085526,7.33029
48,10,30,8.3588108112162e-07,30.2209734916687,6.087267,7.33207
9,16,13,5.105724331169017e-08,29.714312076568604,4.260954,5.566642
31,21,7,0.0001927338793342,33.425238609313965,2.514724,3.878772
29,4,18,0.0033110116589932,29.38072943687439,5.725074,6.981847
