var_0,var_1,var_2,var_3,var_4,var_5,var_6,error,time,memory_mean,memory_peak
8,26,5,49,25,29,4,1.3114079456183266e+57,96.08406281471252,47.251826,59.636518
40,19,26,45,43,49,31,1.9016603637091922e+58,98.97901225090027,48.626286,61.160877
3,10,12,8,31,22,8,0.0,75.99307322502136,11.998964,24.078256
45,28,26,21,5,13,17,2.0544812137215345e+58,97.37020516395569,49.205302,61.720553
52,24,17,25,43,44,48,1.9016522050025446e+58,98.98648619651794,49.172923,61.688174
52,6,8,37,50,40,46,1.6384032184995814e+58,98.61838245391846,49.203477,61.718728
22,43,32,5,44,26,4,3.6688251794636064e+56,98.83566498756409,47.245636,59.630329
37,49,40,49,34,4,14,1.744978271781061e+58,96.968026638031,48.622338,61.157023
10,19,47,14,21,46,29,0.0,76.75379991531372,11.995094,24.074386
27,11,5,23,3,24,28,0.0,76.68080830574036,11.997877,24.077169
41,12,8,44,38,52,17,1.638413991732792e+58,97.07518148422241,48.707889,61.240072
13,30,12,7,52,17,39,5.87012028714177e+57,99.06237626075745,49.20756,61.722812
23,21,14,17,36,16,48,1.903441266718146e+58,96.41592192649841,49.21065,61.725901
40,22,22,8,19,26,46,2.257223194642448e+58,98.10115790367126,47.245995,59.826526
27,52,42,12,30,32,45,1.8645448094712786e+58,96.7962818145752,49.205632,61.720883
44,21,36,26,17,21,48,1.9016485470321968e+58,98.377112865448,49.17422,61.689471
13,23,49,51,27,47,34,1.9015062525939762e+58,97.34475183486938,47.253083,59.833614
17,47,44,21,49,24,22,1.901621116578038e+58,96.43014860153198,49.211483,61.726734
4,14,18,6,50,17,17,1.4675300717854424e+57,96.10011768341064,47.247494,59.632186
48,42,13,19,45,14,7,1.9137941346406013e+58,98.85741710662842,49.207637,61.722888
35,17,46,43,43,8,40,1.8949600172792762e+58,96.07755732536316,49.209201,61.724452
33,41,17,49,13,5,4,2.0979672356443598e+58,96.95342421531677,49.132509,61.651814
15,11,28,5,36,52,16,0.0,75.72398042678833,11.999422,24.078714
46,28,12,39,35,25,19,1.902236034812257e+58,97.96459698677063,48.876059,61.402202
50,18,10,36,45,11,11,0.0,75.97127366065979,11.995383,24.074675
4,50,46,28,17,13,8,2.0637141634482788e+58,96.74046587944031,49.205563,61.720814
21,34,38,13,36,42,34,1.9196046532483417e+58,98.91167449951172,49.209002,61.724253
32,7,8,34,42,31,33,1.6384032098799044e+58,96.99878859519958,49.203087,61.718306
35,33,22,5,32,41,16,3.6688251794636064e+56,97.92343282699585,47.252566,59.637259
22,21,51,28,45,28,52,1.901652943520855e+58,97.88000917434692,48.739798,61.267827
34,17,41,25,52,36,22,1.901613848407827e+58,98.52944731712341,49.209708,61.724959
20,34,43,37,39,13,6,1.9136364509235265e+58,98.78617191314697,49.211513,61.726764
26,31,39,24,12,35,32,1.902216903202657e+58,97.60452032089233,47.250771,59.831302
38,42,47,29,4,46,4,2.097967060461071e+58,97.98436331748962,49.209424,61.724675
39,24,5,4,42,26,35,5.732539342911885e+54,97.55429863929749,47.251448,59.440303
39,32,42,52,40,31,8,1.913640895660442e+58,96.37553644180298,48.621287,61.155798
25,41,6,44,51,21,42,3.44654112547145e+57,97.1154613494873,47.249537,59.634229
